id,date,product,category,quantity,price,cost,sales,profit
117751,2023-09-05 00:00:00,Staples,Office Supplies,8,15.808,10.4728,126.464,115.99119999999999
117752,2023-09-05 00:00:00,Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,9,28.44,24.174,255.96,231.786
117753,2023-09-05 00:00:00,Avery 520,Office Supplies,7,22.05,11.466000000000001,154.35,142.884
117754,2023-09-05 00:00:00,Avery 50,Office Supplies,2,25.06,13.281799999999999,50.12,36.8382
117755,2023-09-05 00:00:00,Xerox 1971,Office Supplies,3,10.272,7.062,30.816000000000003,23.754
117756,2023-09-05 00:00:00,Xerox 1885,Office Supplies,4,192.16,99.9232,768.64,668.7168
117757,2023-09-05 00:00:00,Xerox 202,Office Supplies,5,25.92,16.848000000000003,129.60000000000002,112.75200000000002
117758,2023-09-05 00:00:00,Xerox 1930,Office Supplies,2,10.368,6.6096,20.736,14.1264
117759,2023-09-05 00:00:00,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,4,91.36,49.3344,365.44,316.1056
117760,2023-09-05 00:00:00,14-7/8 x 11 Blue Bar Computer Printout Paper,Office Supplies,2,96.08,49.9616,192.16,142.1984
117761,2023-09-05 00:00:00,Xerox 196,Office Supplies,2,9.248,5.8956,18.496,12.600399999999999
117762,2023-09-05 00:00:00,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,3,194.94,171.5472,584.8199999999999,413.27279999999996
117763,2023-09-05 00:00:00,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,3,70.95,50.3745,212.85000000000002,162.4755
117764,2023-09-05 00:00:00,"Eldon Base for stackable storage shelf, platinum",Office Supplies,3,93.456,110.979,280.368,169.389
117765,2023-09-05 00:00:00,HP Standard 104 key PS/2 Keyboard,Technology,8,116.0,87.0,928.0,841.0
117766,2023-09-05 00:00:00,Nortel Networks T7316 E Nt8 B27,Technology,2,108.784,101.985,217.568,115.58300000000001
117767,2023-09-05 00:00:00,Geemarc AmpliPOWER60,Technology,3,278.4,197.664,835.1999999999999,637.536
117768,2023-09-05 00:00:00,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,4,43.6,31.392000000000003,174.4,143.008
117769,2023-09-06 00:00:00,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,3,722.352,632.058,2167.056,1534.998
117770,2023-09-06 00:00:00,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,6,77.88,55.294799999999995,467.28,411.98519999999996
117771,2023-09-06 00:00:00,Pressboard Data Binders by Wilson Jones,Office Supplies,2,3.204,5.6604,6.408,0.7476000000000003
117772,2023-09-06 00:00:00,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies,3,95.952,65.967,287.856,221.889
117773,2023-09-06 00:00:00,Advantus Motivational Note Cards,Office Supplies,4,41.92,26.724000000000004,167.68,140.95600000000002
117774,2023-09-06 00:00:00,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,1,10.784,9.975200000000001,10.784,0.8087999999999997
117775,2023-09-06 00:00:00,Maxell 4.7GB DVD+RW 3/Pack,Technology,2,31.86,20.709,63.72,43.010999999999996
117776,2023-09-06 00:00:00,AT&T CL83451 4-Handset Telephone,Technology,2,329.584,292.5058,659.168,366.6622
117777,2023-09-08 00:00:00,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Furniture,3,173.94,160.0248,521.8199999999999,361.7951999999999
117778,2023-09-08 00:00:00,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,4,2396.2656,2713.4184,9585.0624,6871.644
117779,2023-09-08 00:00:00,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,1,43.13,28.4658,43.13,14.664200000000001
117780,2023-09-08 00:00:00,"Executive Impressions 12"" Wall Clock",Furniture,2,14.136,21.9108,28.272,6.3612
117781,2023-09-08 00:00:00,"Lesro Round Back Collection Coffee Table, End Table",Furniture,1,146.04,158.8185,146.04,-12.778500000000008
117782,2023-09-08 00:00:00,Bretford CR8500 Series Meeting Room Furniture,Furniture,3,601.47,902.205,1804.41,902.205
117783,2023-09-08 00:00:00,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,1,207.48,145.236,207.48,62.244
117784,2023-09-08 00:00:00,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,2,70.368,64.21079999999999,140.736,76.5252
117785,2023-09-08 00:00:00,"Eberhard Faber 3 1/2"" Golf Pencils",Office Supplies,2,14.88,11.16,29.76,18.6
117786,2023-09-08 00:00:00,Premium Transparent Presentation Covers by GBC,Office Supplies,4,67.136,43.6384,268.544,224.9056
117787,2023-09-08 00:00:00,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,2,33.024,21.465600000000002,66.048,44.5824
117788,2023-09-08 00:00:00,Avery 52,Office Supplies,4,14.76,7.8228,59.04,51.2172
117789,2023-09-08 00:00:00,Petty Cash Envelope,Office Supplies,3,64.704,41.24879999999999,194.11199999999997,152.86319999999998
117790,2023-09-08 00:00:00,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,7,30.87,16.669800000000002,216.09,199.4202
117791,2023-09-08 00:00:00,Xerox 1900,Office Supplies,8,34.24,18.832,273.92,255.08800000000002
117792,2023-09-08 00:00:00,"Contico 72""H Heavy-Duty Storage System",Office Supplies,4,131.136,163.92,524.544,360.624
117793,2023-09-08 00:00:00,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Office Supplies,2,261.74,196.305,523.48,327.175
117794,2023-09-08 00:00:00,Super Decoflex Portable Personal File,Office Supplies,3,35.952,32.3568,107.856,75.4992
117795,2023-09-08 00:00:00,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,2,57.584,56.864200000000004,115.168,58.3038
117796,2023-09-08 00:00:00,Memorex Froggy Flash Drive 4 GB,Technology,4,35.168,26.8156,140.672,113.8564
117797,2023-09-08 00:00:00,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Technology,5,59.96,38.224500000000006,299.8,261.57550000000003
117798,2023-09-09 00:00:00,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,4,15.008,27.0144,60.032,33.0176
117799,2023-09-09 00:00:00,Cardinal EasyOpen D-Ring Binders,Office Supplies,2,14.624,9.14,29.248,20.108
117800,2023-09-09 00:00:00,VariCap6 Expandable Binder,Office Supplies,4,55.36,36.676,221.44,184.764
117801,2023-09-10 00:00:00,KI Adjustable-Height Table,Furniture,5,300.93,335.322,1504.65,1169.328
117802,2023-09-10 00:00:00,"Boston Model 1800 Electric Pencil Sharpener, Gray",Office Supplies,3,67.56,59.115,202.68,143.565
117803,2023-09-10 00:00:00,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,2,276.784,186.8292,553.568,366.73879999999997
117804,2023-09-10 00:00:00,Storex Dura Pro Binders,Office Supplies,3,14.256,9.801,42.768,32.967
117805,2023-09-10 00:00:00,JM Magazine Binder,Office Supplies,3,39.624,25.7556,118.87200000000001,93.11640000000001
117806,2023-09-10 00:00:00,Avery 487,Office Supplies,2,7.38,3.9114,14.76,10.8486
117807,2023-09-10 00:00:00,Xerox 1945,Office Supplies,2,81.98,41.8098,163.96,122.15020000000001
117808,2023-09-10 00:00:00,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,1,6.69,3.6126000000000005,6.69,3.0774
117809,2023-09-10 00:00:00,Acco Perma 2700 Stacking Storage Drawers,Office Supplies,2,59.48,50.55799999999999,118.96,68.402
117810,2023-09-10 00:00:00,Polycom VVX 310 VoIP phone,Technology,5,719.96,665.9630000000001,3599.8,2933.837
117811,2023-09-10 00:00:00,Geemarc AmpliPOWER60,Technology,7,519.68,461.21599999999995,3637.7599999999998,3176.544
117812,2023-09-11 00:00:00,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,2,2.912,2.002,5.824,3.822
117813,2023-09-11 00:00:00,GBC Standard Therm-A-Bind Covers,Office Supplies,3,22.428,40.370400000000004,67.284,26.913600000000002
117814,2023-09-11 00:00:00,GBC Standard Therm-A-Bind Covers,Office Supplies,2,39.872,26.913600000000002,79.744,52.8304
117815,2023-09-11 00:00:00,Insertable Tab Indexes For Data Binders,Office Supplies,3,1.908,5.1516,5.724,0.5724
117816,2023-09-11 00:00:00,Cameo Buff Policy Envelopes,Office Supplies,2,99.568,65.96379999999999,199.136,133.1722
117817,2023-09-11 00:00:00,#10 Self-Seal White Envelopes,Office Supplies,1,11.09,5.6559,11.09,5.4341
117818,2023-09-11 00:00:00,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Office Supplies,2,6.0,3.9,12.0,8.1
117819,2023-09-11 00:00:00,Xerox 1972,Office Supplies,2,8.448,5.808,16.896,11.088000000000001
117820,2023-09-11 00:00:00,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,2,9.568,6.577999999999999,19.136,12.558
117821,2023-09-11 00:00:00,Xerox 1976,Office Supplies,4,20.736,13.4784,82.944,69.4656
117822,2023-09-11 00:00:00,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,1,7.61,4.0333000000000006,7.61,3.5766999999999998
117823,2023-09-11 00:00:00,Staple magnet,Office Supplies,5,37.52,33.768,187.60000000000002,153.83200000000002
117824,2023-09-11 00:00:00,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Office Supplies,3,332.94,326.2812,998.8199999999999,672.5387999999999
117825,2023-09-11 00:00:00,Logitech P710e Mobile Speakerphone,Technology,13,3347.37,2711.3696999999997,43515.81,40804.440299999995
117826,2023-09-11 00:00:00,Canon PC-428 Personal Copier,Technology,8,1599.92,847.9576000000001,12799.36,11951.4024
117827,2023-09-11 00:00:00,Plantronics Encore H101 Dual Earpieces Headset,Technology,5,224.75,161.82,1123.75,961.9300000000001
117828,2023-09-11 00:00:00,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,9,728.946,886.8843,6560.514,5673.6297
117829,2023-09-12 00:00:00,Hon Olson Stacker Chairs,Furniture,4,1059.12,751.9751999999999,4236.48,3484.5047999999997
117830,2023-09-12 00:00:00,"Global Stack Chair without Arms, Black",Furniture,4,83.136,77.94,332.544,254.60399999999998
117831,2023-09-12 00:00:00,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,2,466.768,414.2566,933.536,519.2793999999999
117832,2023-09-12 00:00:00,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,1,15.232,13.5184,15.232,1.7135999999999996
117833,2023-09-12 00:00:00,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,4,15.136,11.5412,60.544,49.00279999999999
117834,2023-09-12 00:00:00,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Furniture,2,40.48,25.907199999999996,80.96,55.0528
117835,2023-09-12 00:00:00,GBC Instant Report Kit,Office Supplies,4,20.704,12.940000000000001,82.816,69.876
117836,2023-09-12 00:00:00,OIC Bulk Pack Metal Binder Clips,Office Supplies,3,10.47,5.6538,31.410000000000004,25.756200000000003
117837,2023-09-12 00:00:00,Staples,Office Supplies,3,11.34,6.1236,34.019999999999996,27.896399999999996
117838,2023-09-12 00:00:00,Avery 509,Office Supplies,3,6.264,4.2282,18.792,14.5638
117839,2023-09-12 00:00:00,Avery 487,Office Supplies,3,11.07,5.867100000000001,33.21,27.3429
117840,2023-09-12 00:00:00,Xerox 1991,Office Supplies,3,68.52,37.0008,205.56,168.5592
117841,2023-09-12 00:00:00,"Rogers Jumbo File, Granite",Office Supplies,5,67.9,67.221,339.5,272.279
117842,2023-09-12 00:00:00,Imation 30456 USB Flash Drive 8GB,Technology,3,20.7,19.044,62.099999999999994,43.056
117843,2023-09-12 00:00:00,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Technology,3,146.952,137.76749999999998,440.856,303.0885
117844,2023-09-13 00:00:00,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,14,1336.44,948.8724,18710.16,17761.2876
117845,2023-09-13 00:00:00,Harmony Air Purifier,Office Supplies,2,378.0,241.92,756.0,514.08
117846,2023-09-13 00:00:00,Avery 49,Office Supplies,5,14.4,7.344,72.0,64.656
117847,2023-09-13 00:00:00,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,3,17.64,8.996400000000001,52.92,43.9236
117848,2023-09-13 00:00:00,Things To Do Today Pad,Office Supplies,3,17.61,9.1572,52.83,43.672799999999995
117849,2023-09-13 00:00:00,"Rogers Jumbo File, Granite",Office Supplies,3,40.74,40.3326,122.22,81.8874
117850,2023-09-13 00:00:00,"Fellowes Mobile File Cart, Black",Office Supplies,6,373.08,272.34839999999997,2238.48,1966.1316000000002
117851,2023-09-13 00:00:00,"Elite 5"" Scissors",Office Supplies,2,16.9,11.829999999999998,33.8,21.97
117852,2023-09-13 00:00:00,"BlueLounge Milo Smartphone Stand, White/Metallic",Technology,5,149.95,107.964,749.75,641.7860000000001
117853,2023-09-13 00:00:00,Mediabridge Sport Armband iPhone 5s,Technology,3,29.97,29.670299999999997,89.91,60.2397
117854,2023-09-14 00:00:00,GBC DocuBind 200 Manual Binding Machine,Office Supplies,2,673.568,420.98,1347.136,926.156
117855,2023-09-14 00:00:00,Xerox 224,Office Supplies,4,25.92,13.478400000000002,103.68,90.2016
117856,2023-09-14 00:00:00,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,3,437.85,306.495,1313.5500000000002,1007.0550000000002
117857,2023-09-15 00:00:00,Bretford Rectangular Conference Table Tops,Furniture,3,1128.39,868.8603,3385.17,2516.3097
117858,2023-09-15 00:00:00,SANFORD Major Accent Highlighters,Office Supplies,5,35.4,21.948,177.0,155.052
117859,2023-09-15 00:00:00,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,4,20.416,13.7808,81.664,67.8832
117860,2023-09-15 00:00:00,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,7,48.664,32.848200000000006,340.648,307.7998
117861,2023-09-15 00:00:00,GBC DocuBind 300 Electric Binding Machine,Office Supplies,2,841.568,547.0192,1683.136,1136.1168
117862,2023-09-15 00:00:00,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Office Supplies,5,21.4,11.341999999999999,107.0,95.658
117863,2023-09-15 00:00:00,Xerox 1968,Office Supplies,1,5.344,3.4736000000000002,5.344,1.8704
117864,2023-09-16 00:00:00,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,2,273.666,286.5444,547.332,260.7876
117865,2023-09-16 00:00:00,"Global Value Mid-Back Manager's Chair, Gray",Furniture,2,121.78,91.33500000000001,243.56,152.225
117866,2023-09-16 00:00:00,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Office Supplies,4,17.48,12.9352,69.92,56.9848
117867,2023-09-16 00:00:00,Xerox 1966,Office Supplies,2,12.96,6.609600000000001,25.92,19.3104
117868,2023-09-17 00:00:00,Harbour Creations 67200 Series Stacking Chairs,Furniture,2,113.888,103.92280000000001,227.776,123.8532
117869,2023-09-17 00:00:00,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,3,14.82,8.595600000000001,44.46,35.8644
117870,2023-09-17 00:00:00,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,3,191.82,130.4376,575.46,445.02240000000006
117871,2023-09-17 00:00:00,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Furniture,2,109.48,75.5412,218.96,143.4188
117872,2023-09-17 00:00:00,Sanford Liquid Accent Highlighters,Office Supplies,5,33.4,21.041999999999998,167.0,145.958
117873,2023-09-17 00:00:00,Turquoise Lead Holder with Pocket Clip,Office Supplies,3,20.1,13.467000000000002,60.300000000000004,46.833
117874,2023-09-17 00:00:00,Avery Arch Ring Binders,Office Supplies,5,232.4,153.965,1162.0,1008.035
117875,2023-09-17 00:00:00,Avery 481,Office Supplies,4,12.32,6.4064000000000005,49.28,42.8736
117876,2023-09-17 00:00:00,Xerox 1995,Office Supplies,1,6.48,3.3696000000000006,6.48,3.1104
117877,2023-09-17 00:00:00,Safco Industrial Shelving,Office Supplies,5,295.4,358.17249999999996,1477.0,1118.8275
117878,2023-09-17 00:00:00,Lexmark X 9575 Professional All-in-One Color Printer,Technology,4,396.0,205.92,1584.0,1378.08
117879,2023-09-17 00:00:00,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,3,437.85,306.495,1313.5500000000002,1007.0550000000002
117880,2023-09-17 00:00:00,Clarity 53712,Technology,2,105.584,97.6652,211.168,113.50280000000001
117881,2023-09-17 00:00:00,Panasonic Kx-TS550,Technology,2,73.584,65.3058,147.168,81.8622
117882,2023-09-18 00:00:00,Global Troy Executive Leather Low-Back Tilter,Furniture,2,801.568,751.47,1603.136,851.6659999999999
117883,2023-09-18 00:00:00,Global Leather Executive Chair,Furniture,2,631.782,491.3860000000001,1263.564,772.178
117884,2023-09-18 00:00:00,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,1,350.98,266.7448,350.98,84.23520000000002
117885,2023-09-18 00:00:00,"Situations Contoured Folding Chairs, 4/Set",Furniture,2,99.372,106.47,198.744,92.274
117886,2023-09-18 00:00:00,"Global High-Back Leather Tilter, Burgundy",Furniture,9,885.528,985.1499,7969.752,6984.6021
117887,2023-09-18 00:00:00,Eldon Pizzaz Desk Accessories,Furniture,3,5.352,3.7464000000000004,16.056,12.3096
117888,2023-09-18 00:00:00,DAX Two-Tone Silver Metal Document Frame,Furniture,3,60.72,34.6104,182.16,147.5496
117889,2023-09-18 00:00:00,Chromcraft Round Conference Tables,Furniture,4,383.438,550.7564,1533.752,982.9956
117890,2023-09-18 00:00:00,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,1,2.672,2.3046,2.672,0.36739999999999995
117891,2023-09-18 00:00:00,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,1,4.616,2.885,4.616,1.7309999999999999
117892,2023-09-18 00:00:00,Avery 480,Office Supplies,1,3.0,1.95,3.0,1.05
117893,2023-09-18 00:00:00,Xerox 1945,Office Supplies,9,368.91,188.14410000000004,3320.19,3132.0459
117894,2023-09-18 00:00:00,Southworth Parchment Paper & Envelopes,Office Supplies,2,13.08,7.0632,26.16,19.0968
117895,2023-09-18 00:00:00,Tennsco Double-Tier Lockers,Office Supplies,4,900.08,783.0696,3600.32,2817.2504
117896,2023-09-18 00:00:00,Polycom CX300 Desktop Phone USB VoIP phone,Technology,2,239.984,215.9856,479.968,263.9824
117897,2023-09-19 00:00:00,Global Troy Executive Leather Low-Back Tilter,Furniture,2,701.372,751.4699999999999,1402.744,651.274
117898,2023-09-19 00:00:00,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,4,872.32,628.0704000000001,3489.28,2861.2096
117899,2023-09-19 00:00:00,Nu-Dell Oak Frame,Furniture,3,25.632,21.787200000000002,76.896,55.1088
117900,2023-09-19 00:00:00,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,6,25.44,12.72,152.64000000000001,139.92000000000002
117901,2023-09-19 00:00:00,Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,2,8.928,5.8032,17.856,12.052800000000001
117902,2023-09-19 00:00:00,Cardinal Holdit Business Card Pockets,Office Supplies,3,11.952,7.7688,35.856,28.087200000000003
117903,2023-09-19 00:00:00,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,2,2.308,5.77,4.616,-1.154
117904,2023-09-19 00:00:00,JM Magazine Binder,Office Supplies,3,49.53,25.7556,148.59,122.8344
117905,2023-09-19 00:00:00,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,7,159.88,86.3352,1119.1599999999999,1032.8247999999999
117906,2023-09-19 00:00:00,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,3,17.04,9.372,51.12,41.748
117907,2023-09-19 00:00:00,Home/Office Personal File Carts,Office Supplies,2,69.52,52.14,139.04,86.89999999999999
117908,2023-09-19 00:00:00,"Hot File 7-Pocket, Floor Stand",Office Supplies,9,1606.23,1124.3609999999999,14456.07,13331.708999999999
117909,2023-09-19 00:00:00,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,3,27.93,19.8303,83.78999999999999,63.95969999999999
117910,2023-09-19 00:00:00,Kleencut Forged Office Shears by Acme United Corporation,Office Supplies,3,6.24,4.368,18.72,14.351999999999999
117911,2023-09-19 00:00:00,Letter Slitter,Office Supplies,2,5.04,4.8888,10.08,5.1912
117912,2023-09-19 00:00:00,Logitech Wireless Marathon Mouse M705,Technology,5,249.95,142.4715,1249.75,1107.2785
117913,2023-09-20 00:00:00,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Furniture,2,163.88,122.91,327.76,204.85
117914,2023-09-20 00:00:00,"Global High-Back Leather Tilter, Burgundy",Furniture,1,98.392,109.4611,98.392,-11.069100000000006
117915,2023-09-20 00:00:00,Dana Swing-Arm Lamps,Furniture,2,17.088,16.02,34.176,18.156000000000002
117916,2023-09-20 00:00:00,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,5,393.25,263.47749999999996,1966.25,1702.7725
117917,2023-09-20 00:00:00,Newell 343,Office Supplies,4,11.76,8.5848,47.04,38.4552
117918,2023-09-20 00:00:00,Ibico Plastic Spiral Binding Combs,Office Supplies,2,48.64,32.832,97.28,64.44800000000001
117919,2023-09-20 00:00:00,Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,2,271.984,183.58919999999998,543.968,360.37879999999996
117920,2023-09-20 00:00:00,GBC Poly Designer Binding Covers,Office Supplies,5,83.7,42.687000000000005,418.5,375.813
117921,2023-09-20 00:00:00,Strathmore Photo Frame Cards,Office Supplies,9,65.79,35.5266,592.11,556.5834
117922,2023-09-20 00:00:00,Xerox 1944,Office Supplies,2,77.52,39.535199999999996,155.04,115.50479999999999
117923,2023-09-20 00:00:00,GBC Standard Plastic Binding Systems' Combs,Office Supplies,6,37.68,20.72,226.07999999999998,205.35999999999999
117924,2023-09-22 00:00:00,Aluminum Document Frame,Furniture,7,68.432,59.878,479.024,419.146
117925,2023-09-22 00:00:00,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,2,18.96,11.376000000000001,37.92,26.544
117926,2023-09-22 00:00:00,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,2,13.28,6.9056,26.56,19.6544
117927,2023-09-22 00:00:00,Newell 348,Office Supplies,3,7.872,6.9864,23.616,16.6296
117928,2023-09-22 00:00:00,Berol Giant Pencil Sharpener,Office Supplies,3,40.776,36.188700000000004,122.328,86.13929999999999
117929,2023-09-22 00:00:00,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,9,7.506,13.5108,67.554,54.0432
117930,2023-09-22 00:00:00,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies,2,63.968,43.97800000000001,127.936,83.958
117931,2023-09-22 00:00:00,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,2,16.56,10.764,33.12,22.355999999999998
117932,2023-09-22 00:00:00,Avery 476,Office Supplies,5,16.52,11.151,82.6,71.449
117933,2023-09-22 00:00:00,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,7,35.56,18.8468,248.92000000000002,230.0732
117934,2023-09-22 00:00:00,Xerox 1895,Office Supplies,6,35.88,19.734,215.28000000000003,195.54600000000002
117935,2023-09-22 00:00:00,"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,6,128.34,91.1214,770.04,678.9186
117936,2023-09-22 00:00:00,Panasonic KX TS208W Corded phone,Technology,2,97.98,70.54560000000001,195.96,125.4144
117937,2023-09-22 00:00:00,PayAnywhere Card Reader,Technology,8,63.936,58.3416,511.488,453.14639999999997
117938,2023-09-22 00:00:00,Aluminum Document Frame,Furniture,2,63.968,43.97800000000001,127.936,83.958
117939,2023-09-23 00:00:00,Hon Mobius Operator's Chair,Furniture,3,368.97,287.7966,1106.91,819.1134000000001
117940,2023-09-23 00:00:00,Global Deluxe Steno Chair,Furniture,3,184.752,205.53660000000002,554.2560000000001,348.71940000000006
117941,2023-09-23 00:00:00,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furniture,6,532.704,559.3392,3196.2239999999997,2636.8848
117942,2023-09-23 00:00:00,"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,4,28.0,20.3,112.0,91.7
117943,2023-09-23 00:00:00,"Dixon Ticonderoga Maple Cedar Pencil, #2",Office Supplies,2,4.912,4.6049999999999995,9.824,5.219
117944,2023-09-23 00:00:00,Fellowes Black Plastic Comb Bindings,Office Supplies,7,12.201,21.9618,85.40700000000001,63.445200000000014
117945,2023-09-23 00:00:00,3-ring staple pack,Office Supplies,7,10.528,6.8432,73.696,66.8528
117946,2023-09-23 00:00:00,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,4,13.216,8.7556,52.864,44.108399999999996
117947,2023-09-23 00:00:00,Poly String Tie Envelopes,Office Supplies,2,4.08,2.1624,8.16,5.9976
117948,2023-09-23 00:00:00,Avery 51,Office Supplies,3,18.9,10.205999999999998,56.699999999999996,46.494
117949,2023-09-23 00:00:00,Xerox 1970,Office Supplies,3,11.952,7.9182,35.856,27.937800000000003
117950,2023-09-23 00:00:00,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,5,118.25,83.95750000000001,591.25,507.2925
117951,2023-09-23 00:00:00,Acme Design Stainless Steel Bent Scissors,Office Supplies,2,13.68,9.9864,27.36,17.3736
117952,2023-09-24 00:00:00,Hon Olson Stacker Stools,Furniture,5,563.24,506.916,2816.2,2309.2839999999997
117953,2023-09-24 00:00:00,Office Star - Contemporary Task Swivel Chair,Furniture,2,155.372,168.6896,310.744,142.05440000000002
117954,2023-09-24 00:00:00,Nu-Dell Executive Frame,Furniture,5,63.2,39.816,316.0,276.18399999999997
117955,2023-09-24 00:00:00,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,2,21.44,13.936000000000002,42.88,28.944000000000003
117956,2023-09-24 00:00:00,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,3,127.95,106.1985,383.85,277.65150000000006
117957,2023-09-24 00:00:00,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,1,6.38,3.4452,6.38,2.9348
117958,2023-09-24 00:00:00,GBC ProClick 150 Presentation Binding System,Office Supplies,7,442.372,1172.2858,3096.6040000000003,1924.3182000000002
117959,2023-09-24 00:00:00,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Office Supplies,5,304.9,161.59699999999998,1524.5,1362.903
117960,2023-09-24 00:00:00,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Office Supplies,5,41.7,20.85,208.5,187.65
117961,2023-09-24 00:00:00,Xerox 232,Office Supplies,1,6.48,3.3696000000000006,6.48,3.1104
117962,2023-09-24 00:00:00,"Tennsco Lockers, Gray",Office Supplies,2,41.96,39.022800000000004,83.92,44.8972
117963,2023-09-24 00:00:00,Sensible Storage WireTech Storage Systems,Office Supplies,9,511.056,606.879,4599.504,3992.625
